product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,Taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id
9396,"Pedialyte Electrolyte Powder Sticks, Oral Rehydration Solution - Fruit Punch",Pedialyte,114146,15.99,055325001492,3,8 x 8.5g sticks,,,TRUE,0,0,0,9.07,128
9633,Q-Tips,Q-Tips,560185,4.99,065656913500,4,170 tips,,,TRUE,0,0,0,2.57,140
8197,ACET 120mg  Acetaminophen Suppositories,Acet,637546,12.99,057606043429,1,12 ct,Suppositories,,TRUE,0,0,0,7.12,117
9574,Health One Fabric Bandages,Health one,0,4.99,6.27981E+11,3,40 bandaids,,,TRUE,0,0,0,,141
8565,Bausch + Lomb PreserVision AREDS 2,bausch + Lomb,182689,23.99,3.24209E+11,2,60 ct,,,TRUE,0,0,0,13.8,124
9625,Health One Folic Acid 1mg,Health One,0,7.99,066000021087,6,100 tabs,,,TRUE,0,0,0,,140
9590,Temp ANSWER,Temp ANSWER,Temp ANSWER,9.99,9,0,9,Enter appropriate deatils about the product.,2025-02-01,TRUE,0,0,0,,109
9402,Pringles All Dressed,Pringles,186316,3.99,064100147973,1000,156g,s,,TRUE,0,0,0,3.4,138
8510,"Dr.Scholl's Air-Pillo Comfort Ultra-Soft Cushioning,",Dr.Scholl's,163793,3.99,8.88853E+11,1,1 Cushion,,,TRUE,0,0,0,2.12,126
9403,Nosh And CO Cheddar and Sour Cream,NOSH & CO,107,3.99,7.71059E+11,1000,130g,,,TRUE,0,0,0,1.74,138
9408,7Up,7UP,99,1.99,06541432,1000,355mL,,,TRUE,0,0,0,,138
9530,Advil Pediatric Drops,Advil,954743,13.99,062107004503,1,24ml,,,TRUE,0,0,0,8.88,118
9584,Canesten Combipack Treatment 200mg,Canesten,151161,25.99,056500025395,1,30g,,,TRUE,0,0,0,15.76,140
9676,Cerave Itch Relief,Cerave,154429,34.99,3.606E+12,2,340g,,,TRUE,0,0,0,20.15,142
9634,Galenova Iodine5%,Galenova,69429,6.99,8.08405E+11,1,25ml,,,TRUE,0,0,0,4.57,142
9591,Temp ANSWER,Temp ANSWER,Temp ANSWER,9.99,101,10,Temp Quantity,Enter appropriate deatils about the product.,2025-05-15,TRUE,0,0,0,,109
8331,Polysporin Band-Aid Adhesive Bandages with Polysporin Antibiotic Ointment,Polysporin,945568,10.99,062600123411,7,20 Patches,"Pack of Assorted Sizes, for Wound Care and First Aid",,TRUE,0,0,0,6.22,125
8165,Cetaphil Restoraderm Body Wash,cetaphil,915645,17.99,7.72618E+11,1,255, ,,TRUE,0,0,0,10.22,142
9626,3m Nexcare Opticlude Junior eyepatch,3m,130377,12.99,051119000221,4,20 patches,,,TRUE,0,0,0,7.44,142
9531,Advil Junior - 100mg - Grape,Advil,421305,22.99,062107006019,3,4- tabs,,,TRUE,0,0,0,14.19,142
9271,Professional Orthopaedic OTC Multiple use elastic Binder for Women - 2XL,Professional Orthopaedic,2688,49.99,048503268879,0,2688,,,TRUE,0,0,0,,142
9436,PegLyte,Peglyte,689109,32.99,057606783844,0,280g,,,TRUE,0,0,0,,130
8465,HYDRALYTE - Sports Hydration Tablets - Blood Orange,HYDRALYTE,178835,15.99,9.32617E+12,1,40 ct,,,TRUE,0,0,0,9.51,128
9627,Health One Pocket Pill Box,Health One,0,4.99,6.2798E+11,5,1 box,,,TRUE,0,0,0,,140
9677,Jamieson Probiotic Extra Strength,Jamieson,147089,34.99,064642092229,1,30 gummies,,,TRUE,0,0,0,21,142
9585,Always Ultra thin size 2,Always,169868,8.99,037000306597,2,32 pads,,,TRUE,0,0,0,10.69,127
8325,OZONOL ANTIBIOTIC PLUS OINTMENT,Ozonol,133997,12.99,8.25422E+11,1,30g,,,TRUE,0,0,0,7.81,140
8332,"Band Aid Adhesive Bandages for Kids, Marvel Spiderman",Band Aid,72518,6.99,3.81371E+11,1,20 Patches,,,TRUE,0,0,0,3.73,125
9592,Vaseline-Stick  ALOE Vera,Vaseline,156825,6.99,8.50006E+11,3,1 stick,,,TRUE,0,0,0,4,140
9635,3M Transpore 1X10,3m,0,1.99,474056,7,1 roll,$24 for box,,TRUE,0,0,0,,140
9532,Advil Junior Chewable - 100mg - Very Berry,Advil,0,21.99,062107006057,3,40 Chewable Tabs,,,TRUE,0,0,0,14.19,118
8344,Band Aid Flexible Secure Sterile Gauze Roll and Dressing,Band Aid,843938,7.99,062600125361,1,1 Patches,"Minor Wound Care, Soft Padding and Instant Absorption, Large, 10 Centimeters by 4.5 Metres, 1 Count, 1 Sterile Roll, Large",,TRUE,0,0,0,4.42,125
8343,Band-Aid First Aid Rolled Gauze,Band Aid,843912,5.99,062600125347,1,1 Roll,,,TRUE,0,0,0,3.23,125
9636,3M Transpore 2X10,3m,0,3.99,016940343008,8,1 roll,$24 per box,,TRUE,0,0,0,,140
9593,Vaseline-Stick Active Care,Vaseline,147242,5.99,056594013971,10,2 sticks,,,TRUE,0,0,0,3.54,140
9678,Vaseline Lip Therapy 2pk,Vaseline,156824,6.99,8.50006E+11,5,2 pk,,,TRUE,0,0,0,4,142
8208,Aerius Kids Deslorative Syrup,Aerius,707034,13.99,056219312168,4,100 ml,"24 Hour Non-Drowsy Kids Allergy Medication, Antihistamines For Kids, Fast Allergy Relief, Bubblegum Flavour",,TRUE,0,0,0,8.02,129
9451,Jamieson Probiotic 10 billion,Jamieson,112823,34.99,064642090126,1,60 veg. Capsules,,,TRUE,0,0,0,21,128
8337,"3m Nexcare Tegaderm Waterproof Transparent Dressing, 400W, Nexcare",3m,160054,9.99,051131222137,1,6 Patches,,,TRUE,0,0,0,5.63,125
8375,LAX-A FIBER - Suitable those for lack dietary fibre,LAX-A FIBER,107384,16.99,6.25972E+11,5,336 g,,,TRUE,0,0,0,10.04,130
8362,Colace Original Glycerin Suppositories For Infants And Children 12 suppositories,Colace,109168,4.99,6.64985E+11,10,12 sup,,,TRUE,0,0,0,2.51,121
8364,Dulcolax Bisacodyl 5mg,Dulcolax,129260,3.99,057990062969,1,10 ct,"Stimulates the Bowels Occasional Constipation Relief for Adults in 6-12 Hours - Suitable for Children Over 6 Years & Older, Adults and Breastfeeding Women",,TRUE,0,0,0,2.23,140
8659,Webber Naturals - Glucosamine Chondroitin - Triple Strength 750/600,Webber Naturals,410514,32.99,6.25273E+11,1,90ct,,,TRUE,0,0,0,19.84,114
8368,Fleet Saline ENEMA MINERAL OIL 130ML,Fleet,124389,10.99,3.0132E+11,3,130ml, ,,TRUE,0,0,0,6.49,130
8373,"Lacteeze Drops for Milk, Treats up to 75 litres",Lacteeze,235150,27.99,6.28467E+11,1,15 g, ,,TRUE,0,0,0,17.19,130
8374,Lactaid Fast Acting Caplets - ULTRA STRENGTH,Lactaid,859462,33.99,064541318857,3,40 ct,,,TRUE,0,0,0,19.73,130
8561,Bausch + Lomb Tear-Gel,Bausch + Lomb,193037,15.99,063601662596,6,10 ml,,,TRUE,0,0,0,10.08,124
8340,3m Nexcare Opticlude Eye Patch,3m,130377,13.99,051119000238,4,20 Patches,"1539-CA, Regular",,TRUE,0,0,0,8.02,115
9470,MedPro Male Urinal,MedPro,132175,14.99,7.75758E+11,0,1 Urinal,,,TRUE,0,0,0,9.75,137
9628,PharmaSystems 4x Daily Pill box,PharmaSystems,0,2.99,063636009182,4,1 box,,,TRUE,0,0,0,,140
8352,MEPORE PRO 9 x 25 cm Waterproof Self Adhesive Bandage ,Mepore,0,0,7.32319E+12,0,30 Patches, ,,TRUE,0,0,0,,125
9517,Tylenol Extra Strength,Tylenol,109474,10.99,064541310790,0,150 EZtabs,,,TRUE,0,0,0,15.86,119
9586,Always Ultra Thing Size 2,Always,186664,7.99,030772033418,2,20 pads,,,TRUE,0,0,0,5.46,140
8397,Tylenol Extra Strength Ez Tabs ,Tynenol,364125,3.99,062600141118,12,10 ct, ,,TRUE,0,0,0,2.27,117
9307,MKO Pulley Back Brace - 3XL,MKO,LMS911,49.99,7.38435E+11,0,1 Brace,Size: 3XL,,TRUE,0,0,0,,135
8394,Tylenol Child Cold DM Bubble Gum Liq,Tynenol,185652,10.99,064541300623,1,100ml,,,TRUE,0,0,0,7.15,142
9452,Jamieson Primium Echinacea 1000mg,Jamieson,218347,25.99,064642022080,1,30 veg caps,,2026-01-31,TRUE,0,0,0,15.47,128
9575,BandAid Hurt-Free PaperTape,BandAid,978106,9.99,3.8137E+11,1,1 roll,,,TRUE,0,0,0,5.67,141
9679,Aveeno Stress Relief Body Wash,Aveeno,375451,13.99,062600060488,2,354ml,,,TRUE,0,0,0,7.55,142
9587,Tena - Overnight underwear - Medium,TENA,104837,26.99,7.68703E+11,3,12 pads,,,TRUE,0,0,0,16.26,140
9594,Vaseline-Stick  Pearly Shine,Vaseline,0,5.99,056594014091,4,2 sticks,,,TRUE,0,0,0,3.54,140
9629,PharmaSystems Daily Pill box,PharmaSystems,324640,3.99,063636100346,2,1 box,,,TRUE,0,0,0,,140
9637,3m Micropore 3X10,3m,0,3.99,016940334006,15,1 roll,,,TRUE,0,0,0,,140
8210,Benadryl Childrens Allergy Liquid Bubble Gum ,Benadryl,114009,28.99,060245955381,1,250 ml, ,,TRUE,0,0,0,16.93,117
8392,"Tylenol Children's Medicine for Fever & Pain, Dye-Free Bubble-Gum Liquid",Tynenol,185843,10.99,064541300616,1,100ml, ,,TRUE,0,0,0,7.15,117
8393,Tylenol Cold and Stuffy Nose - Child,Tynenol,35972,10.99,064541301446,2,100ml, ,,TRUE,0,0,0,7.15,142
8396,"TYLENOL Children's Fever and Sore Throat Pain Chewables, Relieves Fever and Sore Throat Pain Grape Flavour, For ages 2-11yrs",Tynenol,127535,10.99,062600275141,3,20 ct," Chewables, Relieves Fever and Sore Throat Pain Grape Flavour, For ages 2-11yrs",,TRUE,0,0,0,7.04,117
9471,Drive Male Urinal,Drive,108382,9.99,8.22383E+11,0,1 urinal,,,TRUE,0,0,0,5,137
8398,"Tylenol Arthritis Pain Relief Acetaminophen 650 mg Caplets, Bonus Pack",Tynenol,94788,35.99,062600964953,4,215 caplets,,,TRUE,0,0,0,23.85,117
8403,Tylenol Extra Strength CPLT,Tylenol,831966,13.99,062600142511,3,50 caplets,,,TRUE,0,0,0,7.76,142
8395,"Tylenol Easy Dissolve Natural Wild Berry Acetaminophen Powder - Kids Pain Relief, 160 mg Acetaminophen",Tynenol,171220,12.99,062600379962,2,16 g,,,TRUE,0,0,0,7.15,118
8399,"Tylenol Complete Cold, Cough & Flu Convenience Pack",Tynenol,5730,17.99,062600959386,4,24 ct, ,,TRUE,0,0,0,11.14,117
8400,"Tylenol Extra Strength Complete Cold, Cough & Flu Relief Day Caplets",Tynenol,91488,18.99,062600946775,2,24 ct, ,,TRUE,0,0,0,11.14,117
8401,"Tylenol Extra Stength Sinus eZ Tabs, Relieves Sinus congestion & other Sinus syptoms, Nighttime",Tynenol,81380,12.99,064541317294,0,20 ct, ,,TRUE,0,0,0,7.61,117
8682,Health One Daily Pill Box,Health One,0,1.99,6.27981E+11,1,1 box,check this,,TRUE,0,0,0,,133
9588,Tena - Cleansing Cream,TENA,169638,15.99,7.68703E+11,2,250ml,,,TRUE,0,0,0,9.29,123
9638,Form Aid Surgical Paper Tape,Form-Aid,0,4.99,7.75604E+11,10,1 roll,,,TRUE,0,0,0,2.67,140
8647,Webbers Cod Liver Oil with Vitamins A and D,Webbers,721316,16.99,6.25273E+11,1,180ct, ,,TRUE,0,0,0,9.84,114
9439,Jamieson B12 1000mg,Jamieson,251371,21.99,064642057464,9,100tabs,,2027-10-31,TRUE,0,0,0,13.26,128
9533,Benylin SYRUP DM Children Grape,Benylin,440560,10.99,060093260828,3,100ml,,,TRUE,0,0,0,6.55,142
9576,FormAid - Sport Bandage,FormAid,140123,4.99,7.75604E+11,8,1 roll,,,TRUE,0,0,0,,142
9519,Benzagel Gel 5,Benzagel,179523,17.99,8.51722E+11,2,60g,Skincare medications for skin disease and acne,,TRUE,0,0,0,10.58,142
9680,GUM Proxabrush - Size 3,GUM,17946,6.99,070942305136,4,10 pick,,,TRUE,0,0,0,3.81,142
8193,Jamieson Glucosamine Chondroitin 900 mg,Jamieson,511758,39.99,064642024213,0,125 cap,,,TRUE,0,0,0,24.31,128
9595,Vaseline-Stick Essential DUO,Vaseline,17428,5.99,056594850590,15,2 sticks,,,TRUE,0,0,0,3.54,142
8650,Webbers Vitamin D3 + Calcium ,Webbers,142926,13.99,6.29323E+11,4,220ct,check this,,TRUE,0,0,0,7.96,114
9201,Jamieson Melatonin + Magnesium 5mg/10mg,Jamieson,112100,15.99,064642090249,3,60 tabs,,,TRUE,0,0,0,9.67,122
8670,Greeniche Women's Multivitamin ,Greeniche,45342,16.99,8.1751E+11,1,60ct, ,,TRUE,0,0,0,9.4,114
8195,Jamieson Niacin 500mg ,Jamieson,27201,14.99,064642022073,1,100 cap,,,TRUE,0,0,0,9.12,114
8708,"Dex-4 Glucose Tablets, Rasberry",Dex-4,505560,4.99,057565949442,1,10ct, ,,TRUE,0,0,0,3.02,116
8669,Webbers Multivitamins w/Minerals,Webbers,179259,14.99,6.25273E+11,6,100ct, ,,TRUE,0,0,0,8.55,114
9472,OralB ProHealth Floss COOL MINT,Oral B,186451,14.99,056100079071,0,3 units,,,TRUE,0,0,0,8.65,142
9630,"Health One 3 in 1 Pill Splitter, Crusher, Storage",Health one,0,9.99,6.2798E+11,4,1 dev,,,TRUE,0,0,0,,140
8664,Odan  Magnesium Gluceptate Oral Solution 100mg/ml,Odan ,178889,17.99,7.76097E+11,0,500ml, ,,TRUE,0,0,0,10.5,114
8681,Pharma Science Pill Box 7day,Pharma Science,0,0,063636270346,0,1,check this,,TRUE,0,0,0,,115
8865,Compound W - Wart removers - Maximum strength - NO DRIP tube,CompoundW,316398,14.99,075137008052,0,7g,,,TRUE,0,0,0,8.34,126
9453,Secaris Lubricating Nasal Gel 5g,Secaris,1010,3.99,057606180551,20,5g,,,TRUE,0,0,0,,142
9639,3m Nexcare 2 Rolls,3m,158967,6.99,051131222380,4,2 rolls,,,TRUE,0,0,0,3.89,140
8459,Atlas Ihles 25% Zinc Oxide Paste,Atlas,618561,6.99,068625130076,2,125g,,,TRUE,0,0,0,4.83,142
9473,Teva Glycerin Suppositories,Teva,131078,5.99,058739743507,8,12 suppositories,,,TRUE,0,0,0,3.65,130
9310,Dependend Fresh Protection with tabs Large,Dependend,54392,39.99,036000193176,1,16 pads,,,TRUE,0,0,0,21.98,140
9287,Trident Bubblegum,Trident,163444,1.99,057700225707,1000,1 pack,,,TRUE,0,0,0,1.36,138
9289,Halls Assorted CItrus,Halls,538579,2.49,057700853863,1000,1 pack,,,TRUE,0,0,0,1.45,138
9292,Mars Cookie Dough,Mars,71,1.99,058496456566,1000,1 bar,,,TRUE,0,0,0,,142
9293,Pringles Pizza,Pringles,104602,3.99,064100111431,1000,156g,,,TRUE,0,0,0,3.4,138
8415,Reactine Liquid Allergy Medicine - White Grape,Reactine,146146,14.99,062600316240,1,118ml,"- For Itchy Eyes, Hives, Runny Nose - 24 Hour Allergy Relief - White Grape Flavour",,TRUE,0,0,0,9.68,129
9294,Twizzlers Twists,Twizzlers,731877,1.99,056600825024,1000,90g,,,TRUE,0,0,0,1.27,138
9282,ButterFinger,Butterfinger,156553,1.99,062020100627,1000,1 bar,,,TRUE,0,0,0,1.45,138
8290,Icy Hot No Mess Applicator,Icy Hot,161717,11.99,057990063652,4,73ml,"Fast, Effective Pain Relief - Quick Drying - for Muscles & Joints - Relieves Minor Pain Associated with Arthritis, Backache, Strains & Sprains, Icy Hot No Mess Applicator",,TRUE,0,0,0,6.69,120
9290,Trident Tropical Twist,Trident,178988,1.99,057700225660,1000,1 pack,,,TRUE,0,0,0,1.36,138
9298,Ensure Plus Can chocolate,Ensure,814723,1.99,055325207023,1000,235mL,,,TRUE,0,0,0,1.84,138
9300,Halls Honey,Halls,80592,2.49,057700011973,1000,1 pack,,,TRUE,0,0,0,1.45,138
9507,OptiFerAlpha,Optifer,177453,31.99,7.35006E+11,2,30 tbs,,,TRUE,0,0,0,18.33,128
9313,Aero,Nestle,323733,1.99,059800000116,1002,1 bar,,,TRUE,0,0,0,1.57,138
9301,HiChew Strawberry,Hichew,142272,2.49,8.51681E+11,1000,1 pack,,,TRUE,0,0,0,1.67,138
9202,Benylin Dry Cough Extra Strength - Orange,Benylin,39248,11.99,060093260293,4,100ml,,,TRUE,0,0,0,6.63,118
9577,FormAid - Sport Band - Small,FormAid,329870,2.29,7.75604E+11,10,1 roll,,,TRUE,0,0,0,,141
9302,Crunch Real Milk Chocolate,Nestle,47,1.99,059800131803,1000,1 bar,,,TRUE,0,0,0,,138
9631,PharmaSystems Pill Splitter,PharmaSystems,0,9.99,063636073459,1,1 splitter,,,TRUE,0,0,0,,140
9303,Mirage Chocolate,Mirage,72,1.99,05987538,1000,1 bar,,,TRUE,0,0,0,,138
9304,Pringles Sour and Cream,Pringles,97,3.99,064100111356,1000,156g,,,TRUE,0,0,0,,138
9305,Twizzlers Gummies,Twizzlers,113,1.99,056600809611,1000,60g,,,TRUE,0,0,0,,138
9264,GingerAle,Gingerale,99,1.99,06224017,1000,355mL,,,TRUE,0,0,0,,138
9309,Glucerna Vanilla Bottle,Glucerna,99,2.99,055325004073,1000,237mL,,,TRUE,0,0,0,,138
9520,Benzagel 5 Gel - 30g,Benzagel,179382,9.99,8.51722E+11,2,30g,,,TRUE,0,0,0,6.02,140
9311,Halls Honey Lemon,Halls,04,2.49,057700628805,1000,1 pack,,,TRUE,0,0,0,,138
9314,Mr.Big,Cadburt,73,1.99,06134521,1000,1 bar,,,TRUE,0,0,0,,138
9315,Pringles Ranch,Pringles,98,3.99,064100146204,1000,156g,,,TRUE,0,0,0,,138
9316,Turtles Classic,Nestle,114,1.29,059800751841,1000,33g,,,TRUE,0,0,0,,138
9320,Ensure High Protein Chocolate,Ensure,99,2.99,055325004295,1000,237mL,,,TRUE,0,0,0,,138
9321,Halls - Black Cherry,Halls,05,2.49,057700229958,1000,1 pack,,,TRUE,0,0,0,,138
9322,Halls - Menthol Extra Strength,Halls,06,1.99,057700628034,1000,1 pack,,,TRUE,0,0,0,,138
9323,HiChew - Green Apple,HiChew,31,2.49,8.51681E+11,1000,1 pack,,,TRUE,0,0,0,,138
9324,Pringles Original Small,Pringles,99,1.99,064100852617,1000,67g,,,TRUE,0,0,0,,138
9325,Reese's Pieces,Reese's,115,1,056600793705,1000,51g,,,TRUE,0,0,0,,138
9327,ENSURE PLUS CALORIES BOTTLE - Strawberry,Ensure,99,2.99,055325007524,1000,237mL,,,TRUE,0,0,0,,138
9329,Halls Menthol,Halls,08,2.49,057700627006,1000,1 pack,,,TRUE,0,0,0,,138
9330,Dairy Milk Fruit & Nut,Cadbury,50,1.99,061200084436,1000,1 bar,,,TRUE,0,0,0,,138
9273,Fisherman's Friend Honey Lemon,Fisherman's Friend,02,2.99,01125641,1000,1 pack,,,TRUE,0,0,0,,138
9341,Glucerna Strawberry Bottle,Glucerna,99,2.99,055325004097,1000,237mL,,,TRUE,0,0,0,,138
9342,5ive Sour Strawberry,5ive,11,1.99,064900429170,1000,1 pack,,,TRUE,0,0,0,,138
9343,Mentos Mint,Mentos,34,1.99,073390000110,1000,1 pack,,,TRUE,0,0,0,,138
9344,Hershey Cookies and Creme,Hershey's,54,1.99,06811307,1000,1 bar,,,TRUE,0,0,0,,138
9345,Skittles,Skittles,75,1.99,058496829605,1000,1 pack,,,TRUE,0,0,0,,138
9346,POP chips Sea Salt,POP,101,4.99,082666712213,1000,142g,,,TRUE,0,0,0,,138
9347,KIND Nuts CHerry and Dark Chocolate,KIND,118,1.99,6.02652E+11,1000,40g,,,TRUE,0,0,0,,138
9350,Nestle Isosource Fibre,Nestle,99,1.99,043900187709,1000,250mL,,,TRUE,0,0,0,,138
9352,Mentos Grape,Mentos,35,1.99,073390014988,1000,1 pack,,,TRUE,0,0,0,,138
9353,Hershey's Whole Almonds,Hershey's,55,1.99,05663038,1000,1 bar,,,TRUE,0,0,0,,138
9354,Skittles Sour,Skittles,77,1.99,058496894917,1000,1 pack,,,TRUE,0,0,0,,138
9355,POP CHips,POP,102,4.99,082666712244,1000,142g,,,TRUE,0,0,0,,138
9356,KIND Fuel Dark Chocolate Nut,KIND,119,1.99,6.02652E+11,1000,1 bar,,,TRUE,0,0,0,,138
9360,Perrier France FOREVER Lemon,Perrier,99,2.99,055000209724,1000,500mL,,,TRUE,0,0,0,,138
9361,Dentyne Ice Spearmin,Dentype,12,1.99,057700329436,1000,1 pACK,,,TRUE,0,0,0,,138
9362,Mentos Fruit,Mentos,36,1.99,073390000165,1000,1 Pack,,,TRUE,0,0,0,,138
9363,Crunchies,Cadbury,56,1.99,061200225952,1000,1 bar,,,TRUE,0,0,0,,138
9364,Smarties Small,Nestle,78,1.49,05986034,1000,45g,,,TRUE,0,0,0,,138
9365,NOSH and CO Regular Chip,NOSH & CO,103,3.99,7.71059E+11,1000,130g,,,TRUE,0,0,0,,138
9366,KIND Nuts Sea Salt and Dark Chocolate,KIND,119,1.99,6.02652E+11,1000,1 bar,,,TRUE,0,0,0,,138
9369,Perrier Original,Perrier,99,2.99,074780000703,1000,500mL,,,TRUE,0,0,0,,138
9370,Dentyne Ice Arctic Bubble,Dentyne,14,1.99,057700012178,1000,1 pack,,,TRUE,0,0,0,,138
9371,Tic Tac Fresh Mint,TicTac,37,1.99,062020025616,1000,1 pack,,,TRUE,0,0,0,,138
9372,Neilson Jersey Milk,Neilson,57,1.99,061200013825,1000,1 bar,,,TRUE,0,0,0,,138
9534,Robitussin Children's Cold - Grape,Robitussin,152609,10.99,062107486002,3,100ml,,,TRUE,0,0,0,,118
9373,Snickers,Snickers,78,1.99,058496422394,1000,1 bar,,,TRUE,0,0,0,,138
9640,Tylenol Children's Fever and Pain,Tylenol,649541,12.99,062600143785,1,100ml,,,TRUE,0,0,0,7.15,140
9374,NOSH and CO Sour Cream and Onion Rings,NOSH & CO,104,4.99,7.71059E+11,1000,130g,,,TRUE,0,0,0,,138
9454,StaySafe Vinyl Medical Gloves Small,StaySafe,1011,19.99,058542700773,19,100 gloves,,,TRUE,0,0,0,,115
9375,Mini Eggs,Cadbury,120,1.99,061200016420,1000,90g,,,TRUE,0,0,0,,138
9508,Lortadine 10 mg,Apothecare,366062,13.99,7.71313E+11,2,30 tbs,fast relief for hay fever,,TRUE,0,0,0,7.92,142
9378,Coke Zero,Coke,99,1.99,06731906,1000,355mL,,,TRUE,0,0,0,,138
9379,San Pellegrino Natural Aranciata,San Pellegrino,99,2.99,055000201445,1000,330mL,checkthis,,TRUE,0,0,0,,138
9417,HEME BOOST - Iron Supplement,Pharmaris,165842,49.99,6.28111E+11,1,60 tabs,,,TRUE,0,0,0,26.91,142
9380,Dentyne Ice PepperMint,Dentyne,16,1.99,057700329375,1000,1 Pack,,,TRUE,0,0,0,,138
9381,Tic Tac Tropical Adventure,Tic Tac,38,1.99,062020005854,1000,1 Pack,,,TRUE,0,0,0,,138
9382,Beuno,Kinder,57,2.99,062020000682,1000,1 bar,,,TRUE,0,0,0,,138
9383,Twix,Twix,79,1.99,058496352776,1000,1 bar,,,TRUE,0,0,0,,138
9384,NOSH & CO Cheese Crunchies,NOSH & CO,105,3.99,7.71059E+11,1000,130g,,,TRUE,0,0,0,,138
9385,M&M mini's,M&M,121,0.99,058496890131,1000,30g,,,TRUE,0,0,0,,138
9387,Coke Diet,Coke,99,1.99,06792800,1000,355mL,,,TRUE,0,0,0,,138
9388,Thristy Buddha Watermelon,Thirsty Buddgha,99,2.99,8.52953E+11,1000,320mL,,,TRUE,0,0,0,,138
9389,Excel BubbleMint,Excel,18,1.99,064900428500,1000,1 Pack,,,TRUE,0,0,0,,138
9390,Tic Tac Strawberry and Cream,Tic Tac,39,1.99,062020006035,1000,1 Pack,,,TRUE,0,0,0,,138
9391,Beuno White,Kinder,58,2.99,062020000705,1000,1 bar,,,TRUE,0,0,0,,138
9474,Digestive Enzymes,Webber,212985,10.99,6.25273E+11,0,90 tabs,Optimal Support for gas reduction and indigestion,,TRUE,0,0,0,5.88,130
9392,Skittles Tropical,Skittles,80,1.99,058496829636,1000,1 pack,,,TRUE,0,0,0,,138
9203,Benylin Cough complete Extra Strength,Benylin,157107,18.99,060093262907,0,250 ml,,,TRUE,0,0,0,11.53,118
9393,NOSH and CO Dill Pickle Chip,NOSH & CO,118459,3.99,7.71059E+11,1000,130g,,,TRUE,0,0,0,,138
9399,Excel White Bubble Mint,Excel,19,1.99,064900409554,1000,1 Pack,,,TRUE,0,0,0,,138
9400,Tic Tac Orange,Tic Tac,40,1.99,062020005625,1000,1 pack,,,TRUE,0,0,0,,138
9401,Kit Kat,Nestle,60,1.99,05980331,1000,1 bar,,,TRUE,0,0,0,,138
